epoch,step,train_drc_loss,train_loss,train_ps_loss,val_drc_loss,val_loss,val_ps_loss
0,0,110.38877868652344,20.70635223388672,7.894577503204346,,,
0,1,106.8916015625,18.542266845703125,5.920933246612549,,,
0,2,105.61749267578125,19.678207397460938,7.4011664390563965,,,
0,3,95.52690887451172,16.689945220947266,5.427521705627441,,,
0,4,102.8685073852539,15.256473541259766,6.193160057067871,,,
0,5,87.53758239746094,18.785991668701172,7.535733222961426,,,
0,6,73.57052612304688,9.633310317993164,4.214901447296143,,,
0,7,71.53633880615234,17.730409622192383,5.313657760620117,,,
0,8,62.45944595336914,11.06057071685791,7.633978843688965,,,
0,9,40.666141510009766,10.875106811523438,4.692060470581055,,,
0,10,35.32577133178711,7.410460948944092,2.2409589290618896,,,
0,11,19.941606521606445,5.425972938537598,3.050687551498413,,,
0,12,12.860133171081543,2.9288344383239746,1.3037128448486328,,,
0,13,3.675330400466919,0.9470109939575195,0.7157974243164062,,,
0,14,2.887091636657715,1.1749308109283447,0.894758939743042,,,
0,15,2.122391700744629,2.786428213119507,2.8812904357910156,,,
0,16,1.3626952171325684,1.631208062171936,1.6695671081542969,,,
0,17,1.2344608306884766,1.018276333808899,0.9850171208381653,,,
0,17,,,,2.99902081489563,1.200501561164856,0.9280521273612976
1,18,4.448470592498779,1.479374647140503,0.7941986918449402,,,
1,19,6.0586981773376465,1.2396390438079834,0.7411156892776489,,,
1,20,2.67077374458313,1.263232946395874,1.0621557235717773,,,
1,21,2.352919578552246,1.0988038778305054,0.8385157585144043,,,
1,22,1.7189899682998657,1.510369896888733,1.4622268676757812,,,
1,23,3.097972869873047,1.3979363441467285,1.222070336341858,,,
1,24,3.0567405223846436,1.190168023109436,0.75942063331604,,,
1,25,4.9698262214660645,1.0834531784057617,0.7540995478630066,,,
1,26,7.425107002258301,1.6034330129623413,0.888490617275238,,,
1,27,2.74934983253479,0.8079842925071716,0.5695709586143494,,,
1,28,2.4507699012756348,0.8569034337997437,0.6292082667350769,,,
1,29,2.745119333267212,0.8096655011177063,0.645643949508667,,,
1,30,0.923561692237854,0.6094068288803101,0.5512300133705139,,,
1,31,0.6675356030464172,0.8863086104393005,0.9221078157424927,,,
1,32,1.4277286529541016,0.9133245348930359,0.8501520752906799,,,
1,33,1.8744537830352783,0.9727237224578857,0.7855722904205322,,,
1,34,3.2944881916046143,0.7937907576560974,0.6708056330680847,,,
1,35,0.7071489691734314,0.5400567650794983,0.5281215310096741,,,
1,35,,,,2.688384532928467,0.7692746520042419,0.4718979001045227
2,36,5.436609268188477,1.2297017574310303,0.6287150979042053,,,
2,37,2.7415716648101807,0.884503185749054,0.4559488296508789,,,
2,38,5.270693302154541,0.856899619102478,0.4003002643585205,,,
2,39,0.9298052787780762,0.5511348247528076,0.48101070523262024,,,
2,40,0.2574072778224945,0.6264369487762451,0.6646124720573425,,,
2,41,0.9262592792510986,0.6337489485740662,0.5919618010520935,,,
2,42,0.40908682346343994,0.5397008061408997,0.566809356212616,,,
2,43,1.3893009424209595,0.7632272243499756,0.7101701498031616,,,
2,44,1.090204119682312,0.6731909513473511,0.621978759765625,,,
2,45,1.1714774370193481,0.6588985919952393,0.5959503650665283,,,
2,46,1.0149946212768555,0.5604586601257324,0.48608002066612244,,,
2,47,1.4281001091003418,0.6735730171203613,0.5501049757003784,,,
2,48,1.7652490139007568,0.5506617426872253,0.3519110679626465,,,
2,49,1.9480137825012207,0.46851930022239685,0.3154681622982025,,,
2,50,1.0568853616714478,0.6002153158187866,0.5349767208099365,,,
2,51,0.6699305772781372,0.7813483476638794,0.8125452995300293,,,
2,52,0.15347576141357422,0.5518649816513062,0.5647162199020386,,,
2,53,0.17929530143737793,0.3293890058994293,0.35248029232025146,,,
2,53,,,,1.0108118057250977,0.5415030121803284,0.4759539067745209
3,54,0.7099254131317139,0.45754069089889526,0.4162413775920868,,,
3,55,1.3004844188690186,0.44964325428009033,0.3775380551815033,,,
3,56,1.1149756908416748,0.4716672897338867,0.40511810779571533,,,
3,57,3.0793936252593994,0.8288861513137817,0.3617997467517853,,,
3,58,0.8335862159729004,0.4822919964790344,0.45252129435539246,,,
3,59,1.2617237567901611,0.5207428336143494,0.4148883819580078,,,
3,60,0.47122520208358765,0.4812137484550476,0.48284822702407837,,,
3,61,0.24458341300487518,0.5613207221031189,0.5715380311012268,,,
